"0hr"	"9.5hr"	"11.5hr"	"13.5hr"	"15.5hr"	"18.5hr"	"20.5hr"
"5775"	0.083	0.203	0.123	0.221	0.086	0.01	0.104
"5776"	0.019	0.183	-0.156	0.057	0.438	0.38	0.283
"5777"	0.154	0.031	-0.027	-0.05	0.037	0.181	-0.4
"5778"	-0.025	0.131	0.206	0.433	0.711	0.413	-0.246
"5779"	-0.005	-0.155	-0.398	-0.119	-0.139	-0.702	-0.296
"5780"	0.054	-0.1	-0.214	-0.051	-0.048	0.046	0.217
"5781"	0.518	0.144	0.153	-0.028	0.102	-1.397	-1.525
"5782"	0.104	-0.047	-0.501	-0.65	-0.769	-0.465	-0.858
"5783"	0.145	0.052	-0.105	0.072	0.18	-0.502	-0.571
"5784"	-0.332	-0.209	-0.334	-0.206	-0.206	-0.078	0.181
"5785"	0.116	0.232	0.158	0.775	1.14	1.647	1.292
"5786"	0.278	0.223	0.334	0.254	0.207	-1.413	-1.242
"5787"	0.099	0.145	0.326	0.081	0.212	0.226	-0.021
"5788"	0.024	0.158	-0.157	-0.155	-0.126	-0.826	-0.386
"5789"	0.134	0.456	0.389	0.325	0.591	-0.13	0.617
"5790"	-0.147	0.082	-0.307	-0.288	-0.019	-0.414	0.233
"5791"	0.04	0.044	-0.172	-0.082	0.147	-0.121	0.308
"5792"	0.053	0.38	0.183	0.115	0.384	1.352	0.923
"5793"	0.133	0.222	-1.144	-1.035	-0.035	0.123	-0.569
"5794"	-0.21	-0.066	-0.459	-0.467	0.004	0.043	-0.004
"5795"	0.319	0.586	0.409	0.15	0.014	0.072	0.262
"5796"	0.063	0.1	0.04	0.278	0.147	0.008	0.293
"5797"	-0.281	-0.203	-0.376	-0.722	-0.667	-2.79	-1.825
"5798"	-0.232	0.103	-0.252	-0.215	-0.214	-0.195	0.279
"5799"	-0.1	0.273	0.128	0.277	0.515	0.762	1.134
"5800"	-0.163	-0.093	-0.252	0.053	0.216	-0.336	0.57
"5801"	-0.211	-0.058	0.219	0.017	-0.105	0.712	0.438
"5802"	0.033	-0.051	-0.349	-0.358	-0.224	0.256	-0.085
"5803"	0.262	0.446	0.288	0.12	0.074	-1.016	-0.334
"5804"	-0.037	-0.109	0.42	0.261	0.487	0.599	0.679
"5805"	0.135	0.11	0.556	0.383	0.521	0.676	0.748
"5806"	-0.058	0.022	0.106	0.25	0.418	0.082	0.614
"5807"	-0.169	0.002	0.13	0.305	0.556	0.301	0.863
"5808"	0.129	0.109	0.051	0.222	0.418	0.483	0.368
"5809"	0.201	0.253	0.269	NA	0.715	1.281	0.811
"5810"	0.11	0.078	0.021	0.097	0.349	0.672	0.414
"5811"	-0.042	0.373	0.737	0.331	0.719	1.504	0.934
"5812"	0.247	0.246	0.051	0.18	0.199	0.12	0.168
"5813"	0.138	0.424	0.053	0.266	0.528	0.256	0.219
"5814"	0.219	-0.023	-0.453	-0.373	-0.4	0.404	0.026
"5815"	-0.001	-0.014	-0.263	0.159	0.499	0.27	1.023
"5816"	0.119	0.26	0.318	0.516	0.673	0.293	0.173
"5817"	0.122	0.186	0.15	0.165	0.365	0.441	0.253
"5818"	0.269	0.408	0.325	-0.29	-0.283	-0.617	-0.925
"5819"	-0.036	-0.195	-0.21	-0.2	-0.112	-1.496	-1.456
"5820"	-0.224	-0.232	-0.56	-0.145	-0.037	0.024	0.861
"5821"	-0.046	-0.086	-0.508	-0.332	-0.388	-1.195	-0.968
"5822"	0.309	0.386	0.153	0.13	0.413	1.208	1.186
"5823"	0.212	0.142	-0.153	-1.084	-0.861	-1.874	-1.75
"5824"	0.117	0.221	-0.239	-0.514	-0.506	0.165	0.234
"5825"	0.183	-0.072	-0.792	-1.043	-0.936	-1.331	-1.435
"5826"	-0.201	-0.094	-0.028	-0.009	0.426	-0.065	-0.174
"5827"	0.09	0.335	0.727	0.923	1.225	1.052	1.409
"5828"	-0.119	0.064	-0.303	-0.128	-0.009	-0.022	0.446
"5829"	-0.229	0.211	-0.278	-0.134	-0.243	-0.328	0.23
"5830"	0.125	0.058	-0.151	-0.475	-0.039	-1.183	-0.586
"5831"	0.24	0.171	0.189	-0.03	0.108	0.379	0.54
"5832"	-0.104	-0.048	-0.193	-0.186	0.463	0.047	0.196
"5833"	-0.076	-0.025	-0.052	-0.093	0.11	0.57	0.951
"5834"	-0.078	-0.071	-0.11	-0.215	0.126	0.064	0.349
"5835"	0.096	0.019	0.157	0.116	0.213	-0.199	0.214
"5836"	-0.179	0.117	-0.193	0.009	-0.156	0.798	1.347
"5837"	-0.171	0.133	-0.244	-0.34	-0.345	-0.349	0.222
"5838"	-0.104	-0.154	0.166	0.187	0.866	1.542	1.206
"5839"	-0.317	0.894	0.574	0.871	0.877	2.014	1.862
"5840"	-0.131	0.177	-0.172	0.431	1.218	1.747	2.378
"5841"	0.319	0.215	-0.012	0.25	0.46	-0.481	-1.12
"5842"	0.264	0.269	0.39	0.18	-0.432	-0.331	-1.188
"5843"	-0.084	0.055	-0.176	-0.02	-0.023	-1.129	-0.31
"5844"	-1.152	-1.084	-0.237	-0.065	-0.045	1.941	1.149
"5845"	0.006	0.079	0.383	0.019	0.385	0.519	0.127
"5846"	-0.117	0.129	0.36	0.04	-0.33	0.827	0.665
"5847"	0.102	0.215	0.045	0.222	-0.071	-1.522	-2.221
"5848"	-0.133	-0.21	0.076	1.243	1.578	3.568	3.116
"5849"	-0.219	-0.412	-0.106	-0.119	-0.073	0.515	0.4
"5850"	0.116	0.086	-0.052	-0.139	-0.056	0.402	0.468
"5851"	-0.114	0.185	0.197	0.997	1.452	2.233	2.483
"5852"	0.241	0.435	0.167	-0.177	-0.189	-0.405	0.268
"5853"	-0.386	0.028	-0.064	0.049	0.149	0.551	0.676
"5854"	0.119	0.164	0.393	0.388	0.558	0.615	0.404
"5855"	0.251	-0.235	0.203	0.256	0.471	0.665	0.347
"5856"	0.425	0.175	-0.542	-1.047	-1.005	-2.401	-1.759
"5857"	0.033	-0.075	0.027	0.057	0.306	0.997	1.203
"5858"	0.06	0.006	-0.29	-0.068	0.363	-0.417	0.272
"5859"	0.116	0.128	0.14	-0.168	0.082	-0.524	-0.117
"5860"	-0.304	0.197	0.384	-0.051	0.655	0.618	0.661
"5861"	-0.247	0.057	0.197	-0.045	0.266	0.667	4.28
"5862"	0.172	-0.02	-0.223	-0.138	0.102	-0.989	-0.219
"5863"	0.035	-0.133	-0.417	-0.176	-0.097	-0.1	0.829
"5864"	0.133	0.124	0.371	0.537	1.181	1.447	2.095
"5865"	0.179	0.299	0.138	-0.663	-0.529	-1.152	-0.795
"5866"	0.299	0.129	0.176	0.008	0.277	0.409	0.538
"5867"	0.078	-0.003	0.046	-0.597	-0.447	-0.756	-0.689
"5868"	0.007	-0.116	-0.488	-0.96	-0.531	-0.873	0.145
"5869"	-0.324	-0.202	0.429	0.057	0.249	0.938	0.645
"5870"	-0.172	0.013	0.014	-0.23	-0.468	-0.496	-0.077
"5871"	0.219	0.18	0.145	0.001	0.528	0.958	0.543
"5872"	-0.351	-0.187	0.598	0.423	1.131	1.876	1.8
"5873"	-0.321	-0.052	-0.52	-0.238	-0.14	-0.11	0.388
"5874"	-0.068	-0.06	0.028	-0.313	0.1	0.03	0.291
"5875"	0.149	0.325	0.068	-0.042	0.254	-0.594	-1.795
"5876"	0.027	0.246	0.431	-0.324	-0.111	-0.151	0.454
"5877"	-0.25	-0.288	-0.028	-0.435	0.047	0.112	0.673
"5878"	0.061	0.523	0.221	-0.051	0.195	0.063	-0.258
"5879"	0.02	0	0.057	-1.016	-0.785	-2.619	-1.866
"5880"	-0.194	-0.138	-0.18	-0.311	-0.169	-1.008	-0.162
"5881"	0.1	0.14	0.063	0.25	-0.092	-0.089	0.472
"5882"	0.032	-0.033	-0.399	0.008	-0.13	-0.822	-0.287
"5883"	-0.034	0.209	0.377	0.215	0.372	0.968	0.606
"5884"	0.229	0.533	0.21	0.404	0.814	1.992	1.52
"5885"	0.151	0.261	0.269	0.234	0.418	0.19	0.008
"5886"	0.392	0.263	-0.074	-0.347	-0.216	-0.576	-1.366
"5887"	0.097	-0.075	-0.467	-0.639	-0.575	0.022	-0.133
"5888"	-0.125	0.093	-0.03	0.331	0.068	0.335	0.597
"5889"	0.213	0.129	0.11	-0.158	0.059	-0.21	-0.572
"5890"	0.068	-0.018	-0.024	0.095	0.315	0.524	0.609
"5891"	0.203	0.278	-0.147	-0.212	-0.301	0.098	0.361
"5892"	0.174	0.211	0.054	-0.116	-0.066	0.087	-0.343
"5893"	0.076	0.164	0.126	0.31	0.508	0.008	0.153
"5894"	-0.214	-0.191	-0.123	-0.001	0.202	0.362	0.639
"5895"	-0.089	0.046	0.227	0.089	-0.132	0.291	0.348
"5896"	-0.096	-0.007	0.006	-0.124	0.238	0.428	0.351
"5897"	0.012	0.155	-0.104	-0.003	0.19	-0.145	0.057
"5898"	-0.044	0.054	-0.13	-0.1	-0.052	-0.378	-0.047
"5899"	0.018	0.244	0.53	-0.006	0.11	-0.406	0.097
"5900"	-0.105	0.214	0.005	0.036	0.267	-0.329	0.322
"5901"	0.51	0.386	0.24	0.1	0.142	0.138	0.121
"5902"	-0.001	-0.072	-0.448	0.021	0.868	0.879	2.137
"5903"	0.118	0.02	-0.393	-0.414	-0.032	-0.21	-0.343
"5904"	0.104	0.093	-0.237	-0.219	0.079	0.119	0.21
"5905"	0.209	-0.004	-0.008	-0.168	0.138	-0.452	0.119
"5906"	-0.03	-0.09	-0.425	-0.354	0.078	-1.025	-0.181
"5907"	-0.178	-0.176	0.427	-0.062	-0.011	0.44	0.748
"5908"	0.133	0.349	0.255	0.069	0.284	0.59	0.394
"5909"	0.088	0.29	0.199	0.204	0.697	0.835	0.913
"5910"	0.086	0.153	0.472	0.118	0.481	0.731	1.03
"5911"	0.529	0.158	-0.326	0.045	0.204	1.182	0.89
"5912"	0.12	-0.03	-0.182	-0.246	0.327	0.92	0.836
"5913"	-0.203	-0.251	0.012	0.187	0.436	-0.358	0.913
"5914"	-0.14	-0.018	0.204	-0.08	0.364	1.455	1.253
"5915"	0.306	0.394	0.473	-0.12	-0.637	-1.142	-0.99
"5916"	-0.073	0.698	NA	0.02	0.187	0.237	0.912
"5917"	0.079	0.13	-0.084	-0.013	0.714	1.403	1.211
"5918"	-0.08	0.009	-0.136	-0.292	0.529	1.078	0.803
"5919"	-0.055	0.113	0.287	0.605	1.086	1.188	2.319
"5920"	-0.335	-0.395	-0.327	-0.685	-0.375	-0.693	1.184
"5921"	-0.158	-0.276	-0.621	-0.346	-0.212	0.139	0.116
"5922"	0.088	0.032	-0.113	0.116	0.345	0.065	-0.84
"5923"	0.157	0.151	-0.015	0.215	0.269	-0.223	-0.311
"5924"	-0.057	-0.048	0.25	0.48	1.178	1.601	2.725
"5925"	0.222	-0.162	-0.275	-0.593	-0.689	-1.503	-1.561
"5926"	-0.099	-0.006	-0.118	0.077	-0.004	-0.625	0.035
"5927"	0.072	-0.184	-0.217	-0.065	0.183	-0.19	0.385
"5928"	-0.172	-0.251	0.559	-0.057	0.473	-0.115	0.362
"5929"	-0.605	-0.156	0.981	NA	1.648	2.582	2.79
"5930"	0.448	0.855	0.838	0.588	0.922	0.38	0.806
"5931"	-0.023	0.067	0.474	0.318	0.259	0.486	0.578
"5932"	0.036	0.212	0.196	0.328	0.701	0.713	1.03
"5933"	0.161	0.191	0.325	0.102	0.16	0.176	-0.011
"5934"	0.129	0.055	-0.567	-1.071	-1.118	-1.885	-2.142
"5935"	-0.403	-0.099	-0.343	-0.11	-0.018	2.46	2.797
"5936"	-0.056	-0.063	-0.406	-0.027	-0.17	-0.426	-0.19
"5937"	-0.389	-0.163	0.665	0.087	-0.01	0.81	0.853
"5938"	-0.13	-0.007	0.152	0.101	0.421	0.738	0.563
"5939"	-0.206	-0.038	0.487	0.324	0.444	1.167	1.344
"5940"	0.028	0.353	0.501	0.683	1.017	0.275	0.783
"5941"	-0.066	0.211	-0.116	0.172	0.589	0.324	0.734
"5942"	-0.384	0.232	0.75	0.357	0.906	1.469	1.734
"5943"	-0.161	0.027	0.222	-0.021	0.324	0.364	0.524
"5944"	-0.038	-0.06	-0.433	-0.231	-0.098	0.672	1.416
"5945"	-0.019	-0.185	0.128	0.051	0.212	0.368	0.658
"5946"	0.234	0.185	-0.015	-0.308	-0.011	-1.006	-0.887
"5947"	-0.294	-0.053	-0.259	0.158	0.383	0.934	1.069
"5948"	-0.137	0.043	-0.233	-0.231	-0.152	-0.394	0.26
"5949"	-0.258	-0.062	-0.317	-0.275	-0.529	-0.302	0.295
"5950"	-0.112	0.113	0.276	0.232	0.252	0.402	0.887
"5951"	0.207	0.299	0.15	0.657	1.032	3.806	2.736
"5952"	-0.374	-0.057	-0.454	-0.458	-0.241	-0.401	0.402
"5953"	-0.103	0.01	0.467	0.281	1.242	2.076	1.225
"5954"	-0.198	0.166	-0.166	-0.158	-0.176	-0.271	0.261
"5955"	-0.143	0.22	0.341	-0.098	0.159	0.105	0.766
"5956"	-0.095	0.298	0.172	0.449	1.17	1.984	1.418
"5957"	-0.04	-0.098	0.485	0.242	0.96	1.614	1.35
"5958"	-0.218	0.124	-0.616	-0.388	0.083	-1.909	-0.628
"5959"	-0.473	-0.391	0.231	-0.225	-0.041	-0.378	0.427
"5960"	-0.034	0.258	-0.057	-0.289	0.097	-0.376	0.367
"5961"	-0.006	0.118	0.227	0.283	0.427	0.536	0.207
"5962"	-0.094	0.21	0.353	0.221	0.447	0.476	0.39
"5963"	-0.098	-0.066	0.23	0.058	0.449	0.678	0.603
"5964"	-0.146	-0.014	0.07	-0.108	0.359	0.233	0.334
"5965"	-0.087	-0.095	-0.195	0.066	0.094	0.435	0.661
"5966"	0.362	0.212	0.25	0.061	0.037	-1.396	-1.611
"5967"	-1.168	-0.626	0.117	-0.166	-0.025	0.798	0.613
"5968"	0.334	0.487	0.423	-0.37	-0.583	-1.251	-1.072
"5969"	-0.024	0.448	1.024	2.069	2.888	3.373	3.642
"5970"	-0.024	0.073	0.041	0.6	0.928	0.201	0.612
"5971"	-0.361	-0.295	-0.523	-0.482	-0.179	-0.486	0.025
"5972"	0.062	0.037	0.268	0.208	0.477	0.185	-0.123
"5973"	0.085	0.339	0.896	0.863	1.334	0.913	1.308
"5974"	-0.008	0.057	-0.216	-0.227	-0.214	0.243	0.275
"5975"	0.155	0.156	0.205	-0.201	-0.187	-0.234	-0.794
"5976"	0.009	-0.01	-0.449	0.299	0.705	0.073	0.397
"5977"	-0.263	-0.139	-0.257	-0.016	0.089	0.172	-0.017
"5978"	0.258	0.77	1.027	1.425	1.697	1.82	2.394
"5979"	-0.125	-0.127	-0.167	0.155	0.288	-0.44	-0.348
"5980"	-0.036	-0.062	-0.464	-0.404	-0.311	-0.92	-0.557
"5981"	0.274	0.416	0.376	0.642	0.798	-0.211	-0.286
"5982"	-0.034	-0.065	0.066	0.011	0.241	-1.382	-1.276
"5983"	-0.083	0.143	-0.346	-0.375	0.048	-0.604	-0.515
"5984"	0.031	0.041	-0.309	-0.294	-0.156	-1.298	-1.304
"5985"	-0.092	0.156	-0.246	-0.228	-0.234	-0.491	-0.105
"5986"	-0.347	-0.154	-0.273	-0.236	0.092	NA	0.53
"5987"	-0.035	-0.21	-0.343	-0.989	-0.671	-2.77	-2.007
"5988"	-0.267	-0.168	-0.067	-0.281	0.007	-0.45	-0.099
"5989"	-0.206	-0.201	0.232	-0.366	-0.202	0.351	0.791
"5990"	-0.029	-0.053	-0.282	-0.156	0.027	0.442	0.229
"5991"	0.24	0.39	0.221	-0.45	-0.357	-0.789	-0.397
"5992"	-0.443	0.059	-0.17	-0.439	-0.672	-1.171	-0.665
"5993"	-0.192	0.102	-0.312	-0.226	-0.103	-0.096	-0.057
"5994"	-0.368	-0.186	-0.306	-0.066	-0.14	-0.497	0.275
"5995"	0.133	-0.033	0.099	-0.416	-0.063	0.341	0.795
"5996"	-0.264	-0.17	0.128	0.044	0.412	-0.402	-0.567
"5997"	-0.309	0.119	-0.013	-0.029	0.259	0.328	0.436
"5998"	-0.118	0.061	-0.446	-0.379	0.108	-0.639	0.005
"5999"	-0.293	0.102	-0.146	-0.048	-0.019	-0.039	0.428
"6000"	-0.19	-0.074	-0.176	0.282	0.902	1.867	2.686
"6001"	0.177	0.342	0.682	0.35	0.253	-0.581	-1.13
"6002"	0.137	-0.038	0.028	-0.249	-0.387	-0.05	-0.242
"6003"	0.013	-0.088	0.399	0.397	0.574	0.306	-0.088
"6004"	-0.237	-0.348	-0.385	-0.113	-0.021	0.546	0.718
"6005"	0.151	-0.038	-0.014	-0.037	0.035	0.507	0.694
"6006"	0.089	-0.238	-0.437	0.462	-0.035	0.292	-0.163
"6007"	0.031	-0.004	-0.143	0.176	0.191	-0.702	-0.726
"6008"	0.23	0.242	0.452	-0.035	0.254	0.131	-0.002
"6009"	0.236	0.231	0.258	-0.061	-0.247	0.286	0.631
"6010"	0.185	0.069	-0.411	-0.297	-0.148	-2.14	-2.19
"6011"	0.323	0.263	0.122	0.278	0.746	1.291	-0.024
"6012"	-0.24	-0.103	-0.182	0.527	0.832	1.576	1.671
"6013"	0.028	-0.234	-0.223	-0.448	-0.467	-0.127	-1.603
"6014"	0.085	0.076	0.071	-0.334	-0.004	0.265	0.731
"6015"	0.188	0.243	0.162	0.267	0.343	-0.011	0.208
"6016"	-0.054	-0.018	-0.366	-0.535	-0.648	-1.637	-1.07
"6017"	-0.215	-0.125	-0.105	0.249	0.771	0.854	0.522
"6018"	0.075	-0.055	-0.568	-0.851	-0.777	-1.269	-1.008
"6019"	0.205	0.281	-0.056	-0.093	0.314	-0.015	-0.137
"6020"	-0.214	0.093	-0.101	-0.191	-0.309	-0.591	0.028
"6021"	-0.139	-0.033	0.094	0.139	0.491	0.522	1.102
"6022"	-0.567	-0.256	-0.178	0.353	0.958	2.383	2.47
"6023"	-0.399	-0.363	-0.247	0.123	0.37	1.315	1.353
"6024"	-0.831	-0.76	-0.746	-0.645	-0.67	-0.044	0.222
"6025"	-0.276	-0.348	-0.445	-0.352	-0.063	-0.845	-1.624
"6026"	-0.249	0.355	0.485	-0.169	-0.104	NA	0.798
"6027"	0.041	0.225	0.426	0.097	0.362	0.163	-0.173
"6028"	0.049	0.226	0.055	-0.173	0.346	0.205	0.239
"6029"	-0.01	0.056	-0.201	-0.246	0.122	-0.207	0.065
"6030"	-0.132	0.138	0.032	0.043	0.348	-0.126	0.213
"6031"	0.077	0.3	0.085	-0.523	-0.466	-0.886	-0.093
"6032"	0.149	0.083	0.493	-0.076	0.316	0.583	0.298
"6033"	0.139	0.131	0.121	-0.18	0.138	-0.132	0.625
"6034"	0.073	0.276	0.176	-0.101	0.28	-0.711	-0.339
"6035"	-0.199	-0.075	0.126	-0.105	0.819	4.147	3.796
"6036"	-0.366	-0.175	0.409	-0.181	0.39	0.717	1.272
"6037"	-0.135	0.104	-0.027	-0.156	0.114	-0.529	-0.038
"6038"	-0.071	-0.022	-0.105	-0.129	0.168	-0.299	0.442
"6039"	-0.16	-0.208	-0.251	-0.131	0.168	0.667	0.808
"6040"	-0.244	-0.139	-0.623	-0.642	-0.519	-2.086	-0.661
"6041"	-0.126	-0.006	0.184	0.002	0.192	0.685	0.3
"6042"	0.308	0.681	0.704	0.683	1.002	-0.056	-0.494
"6043"	0.078	-0.028	-0.117	-0.409	-0.489	0.494	-0.482
"6044"	-0.161	-0.146	-0.592	-0.31	-0.247	-0.835	-1.087
"6045"	0.061	0.27	-0.372	-0.237	-0.229	0.061	-1.005
"6046"	0.019	-0.13	0.294	-0.128	-0.331	0.43	0.32
"6047"	-0.208	0.131	-0.263	-0.206	-0.13	-0.232	0.561
"6048"	-0.063	-0.114	-0.229	-0.138	-0.256	-0.854	-1.109
"6049"	-0.223	0.106	-0.072	0.175	0.332	0.065	0.148
"6050"	0.017	0.002	-0.092	0.076	-0.07	0.176	-0.262
"6051"	-0.025	0.02	-0.171	-0.049	0.029	-0.285	-0.01
"6052"	0.101	-0.012	0.278	-0.031	0.132	0.645	0.397
"6053"	-0.054	0.025	0.017	0.517	0.926	1.09	0.906
"6054"	0.385	0.306	0.243	-0.029	-0.129	0.233	0.352
"6055"	-0.137	0.029	-0.117	-0.327	-0.073	-0.872	-0.44
"6056"	-0.011	0.302	0.087	0.342	0.729	0.863	0.739
"6057"	1.715	NA	NA	NA	NA	NA	0.415
"6058"	0.277	0.386	0.248	-0.174	-0.169	-0.35	-0.332
"6059"	0.11	0.167	0.41	0.112	0.258	0.128	0.04
"6060"	0.021	-0.088	-0.137	-0.087	-0.226	-0.958	-1.043
"6061"	0.077	0.049	0.078	0.429	1.019	0.943	0.786
"6062"	0.075	0.121	0.138	-0.755	-0.48	-1.28	-0.831
"6063"	0.031	0.054	0.202	-0.014	0.468	0.258	0.273
"6064"	0.063	0.08	-0.364	-0.528	-0.172	-0.99	-0.688
"6065"	-0.054	-0.019	0.008	-0.278	-0.082	-0.392	0.161
"6066"	0.002	0.033	-0.141	-0.531	-0.307	-0.581	-0.339
"6067"	0.215	0.326	0.517	0.302	0.602	0.781	0.777
"6068"	-0.707	-0.324	0.77	-0.255	0.229	0.895	1.41
"6069"	0.056	-0.076	0.162	-0.088	0.131	0.721	0.881
"6070"	0.188	0.365	0.454	0.509	0.952	1.022	0.903
"6071"	-0.257	-0.035	-0.192	-0.153	-0.149	-0.351	0.584
"6072"	0.253	0.489	0.565	0.949	1.521	2.825	3.667
"6073"	-0.181	-0.211	-0.415	-0.55	-0.579	-0.372	0.35
"6074"	-0.253	-0.065	-0.333	-0.564	-0.217	-0.454	-0.149
"6075"	-0.37	-0.491	-0.465	-0.612	-0.146	1.039	0.783
"6076"	0.115	-0.06	-0.296	-0.543	-0.028	-0.819	-0.75
"6077"	0.087	0.125	0.145	-0.187	0.351	0.116	NA
"6078"	-0.422	-0.37	-0.417	-0.507	-0.544	-1.204	-0.698
"6079"	-0.184	-0.313	-0.587	-0.753	-0.594	-1.194	-0.102
"6080"	0.003	0.108	-0.006	0.122	0.584	0.081	0.454
"6081"	0.174	0.009	-0.138	-0.424	-0.498	-1.088	-1.184
"6082"	-0.08	-0.149	-0.256	0.033	0.095	0.573	-0.262
"6083"	0.051	0.033	-0.291	-0.015	0.089	-0.029	-0.136
"6084"	-0.265	-0.156	-0.231	0.03	0.268	0.831	0.286
"6085"	-0.27	-0.213	-0.333	-0.286	-0.1	0.064	0.272
"6086"	-0.029	0.019	-0.115	0.156	0.167	-0.05	0.388
"6087"	-0.188	0.027	-0.444	-0.338	-0.629	-1.868	-1.222
"6088"	-0.143	0.057	-0.304	-0.163	-0.1	-0.475	-0.075
"6089"	-0.726	-0.294	-0.304	0.026	-0.082	2.47	1.026
"6090"	-0.487	-0.232	-0.265	-0.131	-0.009	2.517	1.584
"6091"	-0.017	-0.149	-0.588	-0.594	-0.723	-1.671	-1.732
"6092"	-0.249	-0.325	-0.255	-0.311	-0.086	-0.784	-0.507
"6093"	-0.06	0.128	0.405	-0.299	-0.305	-1.207	-1.179
"6094"	-0.249	0.06	0.358	0.468	1.007	0.897	0.912
"6095"	-0.042	0.101	-0.048	0.055	0.589	0.433	0.474
"6096"	-0.044	0.299	-0.026	0.075	0.101	-1.115	-0.227
"6097"	0.029	0.079	0.265	0.734	0.96	0.7	NA
"6098"	-0.56	-0.58	-0.763	-0.108	-0.54	0.554	1.247
"6099"	-0.056	-0.149	-0.295	0.062	0.259	0.038	-0.209
"6100"	-0.124	-0.07	-0.319	-0.344	-0.069	0.001	0.066
"6101"	0.067	0.036	0.445	-0.07	-0.054	0.216	0.486
"6102"	0.285	0.209	-0.033	-0.102	0.196	-0.899	-1.108
"6103"	-0.186	0.002	0.401	0.288	0.875	1.454	2.249
"6104"	0.151	0.213	0.2	0.491	0.91	0.412	1.215
"6105"	-0.024	0.087	0.006	-0.286	0.328	1.276	1.028
"6106"	0.012	0.022	-0.035	0.027	0.554	0.712	0.791
"6107"	0.343	0.354	0.062	0.009	-0.023	-0.038	0.184
"6108"	-0.422	-0.139	-0.186	-0.279	0.236	0.555	0.69
"6109"	-0.175	0.028	-0.03	0.01	0.085	0.088	0.338
"6110"	-0.311	-0.057	-0.2	-0.144	-0.026	0.062	0.067
"6111"	-0.14	-0.107	-0.326	-0.418	-0.007	-0.295	0.703
"6112"	-0.256	0.023	0.123	-0.224	0.241	0.451	0.71
"6113"	-0.267	-0.086	0.728	-0.119	0.418	1.864	2.646
"6114"	0.101	0.06	0.076	-0.48	0.044	-0.558	-0.127
"6115"	-0.176	0.281	0.099	0.129	0.663	1.215	1.87
"6116"	-0.363	-0.013	0.502	-0.009	0.431	1.058	1.235
"6117"	0.056	0.247	-0.271	-0.38	0.194	-0.232	-0.088
"6118"	-0.005	0.058	-0.365	-0.08	0.26	1.952	1.358
"6119"	0.019	0.17	-0.276	-0.579	-0.311	-0.605	0.224
"6120"	-0.118	0.098	0.647	0.414	0.616	0.558	0.414
"6121"	-0.015	-0.043	-0.017	-0.225	0.347	0	-0.083
"6122"	0.139	0.311	0.034	-0.356	-0.024	0.275	0.38
"6123"	0.178	0.163	0.33	0.134	0.212	0.729	0.161
"6124"	0.167	0.355	-0.229	-0.217	-0.331	-1.476	-2.241
"6125"	0.043	0.143	0.075	-0.029	0.142	0.742	0.376
"6126"	-0.1	-0.096	-0.24	-0.219	0.014	0.729	0.716
"6127"	0.213	0.549	0.254	-0.184	-0.093	-0.483	0.521
"6128"	0.369	0.238	-0.072	-0.712	-0.525	0.122	-0.188
"6129"	-0.055	0.161	0.011	-0.385	-0.149	-1.415	-1.195
"6130"	-0.208	-0.068	-0.812	-0.479	-0.36	-0.477	-0.21
"6131"	-0.159	0.087	0.281	0.187	0.59	1.291	0.595
"6132"	-0.467	-0.149	-0.308	-0.082	-0.216	-0.418	-0.066
"6133"	-0.087	0.091	0.098	-0.144	-0.088	-0.48	0.216
"6134"	0.045	0.039	0.442	0.533	1.407	1.463	1.949
"6135"	-0.467	-0.245	-0.381	-0.225	0.027	-0.483	0.181
"6136"	-0.177	0.146	-0.285	0.454	1.079	0.815	0.864
"6137"	0.03	-0.072	-0.256	-0.257	-0.08	-0.147	0.206
"6138"	-0.613	-0.718	-0.722	-0.453	-0.062	-0.272	-0.451
"6139"	0.224	0.147	0.395	-0.179	-0.349	0.479	0.554
"6140"	0.02	0.084	0.594	0.387	0.564	0.693	0.672
"6141"	0.44	0.425	0.465	0.39	0.688	0.838	1.393
"6142"	-0.036	-0.088	-0.43	-0.231	0.04	0.017	0.265
"6143"	-0.254	-0.069	NA	-0.27	0.315	0.596	0.36
"6144"	-0.043	0.077	0.284	-0.602	-0.201	-0.348	-0.478
"6145"	-0.462	0.021	0.924	0.416	0.695	1.287	2.196
"6146"	-0.052	0.09	-0.364	-0.298	-0.155	-0.59	-0.246
"6147"	0.198	0.219	0.182	-0.05	-0.059	-1.639	-1.81
"6148"	0.211	0.087	0.239	0.464	1.239	1.803	2.846
"6149"	0.294	0.606	0.822	0.588	0.782	-0.168	-0.108
"6150"	-0.026	0.043	0.7	0.141	0.406	0.901	0.943
"6151"	-0.459	-0.26	0.409	-0.476	-0.157	-0.083	0.268
"6152"	0.129	0.081	0.61	0.171	0.454	-0.03	0.205
"6153"	0.12	0.157	0.293	-0.095	0.463	-0.008	0.495
"6154"	0.11	0.36	-0.006	-0.132	0.509	1.814	1.15
"6155"	0.171	0.175	0.251	-0.87	-0.493	-1.066	NA
"6156"	-0.348	0.029	-0.4	-0.108	-0.142	-0.338	0.466
"6157"	-0.115	0.19	0.952	-0.091	0.44	0.451	1.331
"6158"	-0.237	-0.009	-0.15	-0.215	-0.206	-0.634	NA
"6159"	-0.171	-0.302	0.148	-0.1	0.319	0.825	0.937
"6160"	-0.094	-0.327	-0.199	-0.255	0.265	0.3	0.893
